traffic_type,ts,src_ip,src_port,dst_ip,dst_port,label,kali_source,dur,spkts,dpkts,sbytes,dbytes,rate,sload,dload,smean,dmean,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_sm_ips_ports,proto,service,state
nmap_scan,1787876244.559049,192.168.10.30,51345,192.168.10.20,237,1,1,0.001411,1,1,44,40,1417.4344436569809,249468.46208362863,226789.51098511694,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.559077,192.168.10.30,51345,192.168.10.20,552,1,1,0.001506,1,1,44,40,1328.0212483399735,233731.73970783534,212483.39973439576,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.559524,192.168.10.30,51345,192.168.10.20,632,1,1,0.001096,1,1,44,40,1824.8175182481752,321167.8832116788,291970.802919708,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.560102,192.168.10.30,51345,192.168.10.20,922,1,1,0.000634,1,1,44,40,3154.5741324921137,555205.047318612,504731.86119873816,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.560102,192.168.10.30,51345,192.168.10.20,952,1,1,0.000681,1,1,44,40,2936.857562408223,516886.9309838473,469897.20998531574,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.560102,192.168.10.30,51345,192.168.10.20,288,1,1,0.000775,1,1,44,40,2580.6451612903224,454193.5483870968,412903.22580645164,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.560102,192.168.10.30,51345,192.168.10.20,148,1,1,0.000846,1,1,44,40,2364.066193853428,416075.6501182033,378250.59101654845,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.560103,192.168.10.30,51345,192.168.10.20,137,1,1,0.000956,1,1,44,40,2092.050209205021,368200.83682008367,334728.03347280336,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.560103,192.168.10.30,51345,192.168.10.20,12,1,1,0.001046,1,1,44,40,1912.0458891013384,336520.07648183557,305927.3422562141,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.560103,192.168.10.30,51345,192.168.10.20,426,1,1,0.001162,1,1,44,40,1721.170395869191,302925.9896729776,275387.26333907055,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.560103,192.168.10.30,51345,192.168.10.20,896,1,1,0.00124,1,1,44,40,1612.9032258064517,283870.96774193546,258064.51612903227,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.560122,192.168.10.30,51345,192.168.10.20,228,1,1,0.001312,1,1,44,40,1524.390243902439,268292.68292682926,243902.43902439025,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.560123,192.168.10.30,51345,192.168.10.20,351,1,1,0.001392,1,1,44,40,1436.7816091954023,252873.5632183908,229885.05747126436,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.560123,192.168.10.30,51345,192.168.10.20,727,1,1,0.00148,1,1,44,40,1351.3513513513515,237837.83783783784,216216.2162162162,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.560123,192.168.10.30,51345,192.168.10.20,754,1,1,0.001659,1,1,44,40,1205.5455093429775,212176.00964436407,192887.28149487643,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.560123,192.168.10.30,51345,192.168.10.20,416,1,1,0.001741,1,1,44,40,1148.7650775416428,202182.65364732913,183802.41240666286,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.560123,192.168.10.30,51345,192.168.10.20,462,1,1,0.00177,1,1,44,40,1129.9435028248588,198870.05649717513,180790.9604519774,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.560251,192.168.10.30,51345,192.168.10.20,368,1,1,0.001778,1,1,44,40,1124.859392575928,197975.2530933633,179977.50281214848,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.560251,192.168.10.30,51345,192.168.10.20,864,1,1,0.001778,1,1,44,40,1124.859392575928,197975.2530933633,179977.50281214848,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.560374,192.168.10.30,51345,192.168.10.20,825,1,1,0.001769,1,1,44,40,1130.5822498586772,198982.4759751272,180893.15997738836,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.56046,192.168.10.30,51345,192.168.10.20,903,1,1,0.001733,1,1,44,40,1154.068090017311,203115.98384304674,184650.89440276977,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.560583,192.168.10.30,51345,192.168.10.20,467,1,1,0.001656,1,1,44,40,1207.729468599034,212560.38647342997,193236.71497584542,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.56062,192.168.10.30,51345,192.168.10.20,653,1,1,0.001691,1,1,44,40,1182.7321111768185,208160.85156712006,189237.13778829094,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.560736,192.168.10.30,51345,192.168.10.20,104,1,1,0.001669,1,1,44,40,1198.3223487118034,210904.7333732774,191731.57579388857,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.560783,192.168.10.30,51345,192.168.10.20,193,1,1,0.001622,1,1,44,40,1233.0456226880394,217016.02959309495,197287.29963008632,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.560877,192.168.10.30,51345,192.168.10.20,703,1,1,0.00169,1,1,44,40,1183.4319526627219,208284.02366863904,189349.11242603548,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.560948,192.168.10.30,51345,192.168.10.20,735,1,1,0.001619,1,1,44,40,1235.3304508956146,217418.15935762817,197652.87214329833,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.561059,192.168.10.30,51345,192.168.10.20,529,1,1,0.001508,1,1,44,40,1326.2599469496022,233421.75066312996,212201.59151193633,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.561148,192.168.10.30,51345,192.168.10.20,313,1,1,0.001471,1,1,44,40,1359.6193065941536,239292.99796057103,217539.08905506457,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.561265,192.168.10.30,51345,192.168.10.20,174,1,1,0.001491,1,1,44,40,1341.381623071764,236083.16566063048,214621.05969148222,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.561343,192.168.10.30,51345,192.168.10.20,806,1,1,0.001448,1,1,44,40,1381.2154696132595,243093.92265193368,220994.47513812155,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.561433,192.168.10.30,51345,192.168.10.20,89,1,1,0.001428,1,1,44,40,1400.5602240896358,246498.59943977592,224089.63585434173,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.561515,192.168.10.30,51345,192.168.10.20,233,1,1,0.001414,1,1,44,40,1414.4271570014146,248939.17963224897,226308.34512022632,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.561603,192.168.10.30,51345,192.168.10.20,771,1,1,0.001417,1,1,44,40,1411.4326040931544,248412.1383203952,225829.2166549047,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.561782,192.168.10.30,51345,192.168.10.20,605,1,1,0.001238,1,1,44,40,1615.5088852988692,284329.563812601,258481.42164781908,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.561783,192.168.10.30,51345,192.168.10.20,63,1,1,0.001366,1,1,44,40,1464.1288433382138,257686.6764275256,234260.6149341142,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.561893,192.168.10.30,51345,192.168.10.20,2,1,1,0.001256,1,1,44,40,1592.3566878980891,280254.7770700637,254777.07006369426,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.562028,192.168.10.30,51345,192.168.10.20,743,1,1,0.001205,1,1,44,40,1659.7510373443984,292116.1825726141,265560.16597510374,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.56359,192.168.10.30,51345,192.168.10.20,105,1,1,0.000297,1,1,44,40,6734.0067340067335,1185185.1851851852,1077441.0774410774,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.56359,192.168.10.30,51345,192.168.10.20,619,1,1,0.000334,1,1,44,40,5988.023952095808,1053892.2155688624,958083.8323353294,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.56359,192.168.10.30,51345,192.168.10.20,66,1,1,0.000423,1,1,44,40,4728.132387706856,832151.3002364066,756501.1820330969,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.563651,192.168.10.30,51345,192.168.10.20,937,1,1,0.000462,1,1,44,40,4329.004329004329,761904.7619047619,692640.6926406926,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.563887,192.168.10.30,51345,192.168.10.20,812,1,1,0.000315,1,1,44,40,6349.206349206349,1117460.3174603174,1015873.0158730159,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.563887,192.168.10.30,51345,192.168.10.20,369,1,1,0.000427,1,1,44,40,4683.840749414519,824355.9718969555,749414.5199063232,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.563887,192.168.10.30,51345,192.168.10.20,78,1,1,0.000579,1,1,44,40,3454.231433506045,607944.7322970639,552677.0293609672,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.564013,192.168.10.30,51345,192.168.10.20,203,1,1,0.000504,1,1,44,40,3968.253968253968,698412.6984126985,634920.6349206349,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.564113,192.168.10.30,51345,192.168.10.20,18,1,1,0.000499,1,1,44,40,4008.0160320641285,705410.8216432866,641282.5651302605,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.564202,192.168.10.30,51345,192.168.10.20,71,1,1,0.000468,1,1,44,40,4273.504273504273,752136.7521367521,683760.6837606838,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.564314,192.168.10.30,51345,192.168.10.20,912,1,1,0.000454,1,1,44,40,4405.286343612335,775330.396475771,704845.8149779736,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.564466,192.168.10.30,51345,192.168.10.20,472,1,1,0.000381,1,1,44,40,5249.343832020997,923884.5144356956,839895.0131233596,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.564517,192.168.10.30,51345,192.168.10.20,231,1,1,0.000418,1,1,44,40,4784.688995215311,842105.2631578947,765550.2392344497,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.564612,192.168.10.30,51345,192.168.10.20,947,1,1,0.000431,1,1,44,40,4640.371229698376,816705.3364269141,742459.3967517401,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.56467,192.168.10.30,51345,192.168.10.20,791,1,1,0.000504,1,1,44,40,3968.253968253968,698412.6984126985,634920.6349206349,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.564767,192.168.10.30,51345,192.168.10.20,961,1,1,0.000492,1,1,44,40,4065.0406504065036,715447.1544715447,650406.5040650406,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.564847,192.168.10.30,51345,192.168.10.20,679,1,1,0.000537,1,1,44,40,3724.3947858472993,655493.4823091247,595903.1657355679,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.564935,192.168.10.30,51345,192.168.10.20,597,1,1,0.000518,1,1,44,40,3861.003861003861,679536.6795366795,617760.6177606178,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.565043,192.168.10.30,51345,192.168.10.20,638,1,1,0.000523,1,1,44,40,3824.091778202677,673040.1529636711,611854.6845124282,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.565148,192.168.10.30,51345,192.168.10.20,721,1,1,0.000452,1,1,44,40,4424.778761061947,778761.0619469027,707964.6017699115,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.565259,192.168.10.30,51345,192.168.10.20,879,1,1,0.00044,1,1,44,40,4545.454545454545,800000.0,727272.7272727273,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.565384,192.168.10.30,51345,192.168.10.20,533,1,1,0.000392,1,1,44,40,5102.040816326531,897959.1836734695,816326.530612245,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.565452,192.168.10.30,51345,192.168.10.20,326,1,1,0.000486,1,1,44,40,4115.22633744856,724279.8353909465,658436.2139917696,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.565566,192.168.10.30,51345,192.168.10.20,822,1,1,0.000372,1,1,44,40,5376.344086021506,946236.559139785,860215.0537634409,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.565566,192.168.10.30,51345,192.168.10.20,39,1,1,0.000474,1,1,44,40,4219.409282700422,742616.0337552743,675105.4852320675,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.565699,192.168.10.30,51345,192.168.10.20,661,1,1,0.000485,1,1,44,40,4123.711340206185,725773.1958762886,659793.8144329897,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.565776,192.168.10.30,51345,192.168.10.20,320,1,1,0.000511,1,1,44,40,3913.894324853229,688845.4011741683,626223.0919765166,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.565937,192.168.10.30,51345,192.168.10.20,697,1,1,0.000401,1,1,44,40,4987.5311720698255,877805.4862842893,798004.9875311721,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.565938,192.168.10.30,51345,192.168.10.20,333,1,1,0.000486,1,1,44,40,4115.22633744856,724279.8353909465,658436.2139917696,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.56604,192.168.10.30,51345,192.168.10.20,971,1,1,0.000488,1,1,44,40,4098.360655737705,721311.475409836,655737.7049180327,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.566184,192.168.10.30,51345,192.168.10.20,969,1,1,0.000422,1,1,44,40,4739.336492890995,834123.2227488152,758293.8388625592,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.566184,192.168.10.30,51345,192.168.10.20,396,1,1,0.000596,1,1,44,40,3355.7046979865772,590604.0268456376,536912.7516778524,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.566338,192.168.10.30,51345,192.168.10.20,913,1,1,0.000442,1,1,44,40,4524.886877828054,796380.0904977375,723981.9004524887,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.566424,192.168.10.30,51345,192.168.10.20,693,1,1,0.000543,1,1,44,40,3683.241252302026,648250.4604051566,589318.6003683242,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.566528,192.168.10.30,51345,192.168.10.20,309,1,1,0.000439,1,1,44,40,4555.808656036446,801822.3234624146,728929.3849658314,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.566606,192.168.10.30,51345,192.168.10.20,744,1,1,0.000435,1,1,44,40,4597.701149425287,809195.4022988506,735632.183908046,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.56678,192.168.10.30,51345,192.168.10.20,342,1,1,0.000399,1,1,44,40,5012.5313283208025,882205.5137844612,802005.0125313284,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.56678,192.168.10.30,51345,192.168.10.20,656,1,1,0.0004,1,1,44,40,5000.0,880000.0,800000.0,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.566967,192.168.10.30,51345,192.168.10.20,67,1,1,0.000318,1,1,44,40,6289.30817610063,1106918.2389937108,1006289.3081761007,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.566967,192.168.10.30,51345,192.168.10.20,165,1,1,0.000412,1,1,44,40,4854.368932038835,854368.932038835,776699.0291262136,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.567041,192.168.10.30,51345,192.168.10.20,30,1,1,0.00042,1,1,44,40,4761.9047619047615,838095.2380952381,761904.7619047619,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.567179,192.168.10.30,51345,192.168.10.20,574,1,1,0.000392,1,1,44,40,5102.040816326531,897959.1836734695,816326.530612245,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.567179,192.168.10.30,51345,192.168.10.20,308,1,1,0.000422,1,1,44,40,4739.336492890995,834123.2227488152,758293.8388625592,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.567285,192.168.10.30,51345,192.168.10.20,3,1,1,0.000465,1,1,44,40,4301.075268817204,756989.247311828,688172.0430107526,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.567379,192.168.10.30,51345,192.168.10.20,674,1,1,0.000371,1,1,44,40,5390.8355795148245,948787.0619946091,862533.6927223719,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.567461,192.168.10.30,51345,192.168.10.20,977,1,1,0.000406,1,1,44,40,4926.108374384236,866995.0738916256,788177.3399014778,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.567571,192.168.10.30,51345,192.168.10.20,124,1,1,0.000382,1,1,44,40,5235.602094240838,921465.9685863873,837696.335078534,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.567571,192.168.10.30,51345,192.168.10.20,404,1,1,0.000382,1,1,44,40,5235.602094240838,921465.9685863873,837696.335078534,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.56775,192.168.10.30,51345,192.168.10.20,132,1,1,0.000309,1,1,44,40,6472.491909385114,1139158.57605178,1035598.7055016182,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.56775,192.168.10.30,51345,192.168.10.20,127,1,1,0.000332,1,1,44,40,6024.096385542169,1060240.9638554216,963855.421686747,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.568333,192.168.10.30,51345,192.168.10.20,523,1,1,0.000324,1,1,44,40,6172.839506172839,1086419.7530864198,987654.3209876543,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.568333,192.168.10.30,51345,192.168.10.20,398,1,1,0.000361,1,1,44,40,5540.16620498615,975069.2520775624,886426.5927977839,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.568522,192.168.10.30,51345,192.168.10.20,895,1,1,0.000294,1,1,44,40,6802.721088435374,1197278.9115646258,1088435.3741496599,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.568522,192.168.10.30,51345,192.168.10.20,845,1,1,0.000395,1,1,44,40,5063.291139240506,891139.2405063291,810126.582278481,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.568522,192.168.10.30,51345,192.168.10.20,271,1,1,0.000458,1,1,44,40,4366.812227074236,768558.9519650654,698689.9563318777,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.568657,192.168.10.30,51345,192.168.10.20,823,1,1,0.000426,1,1,44,40,4694.835680751174,826291.0798122066,751173.7089201878,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.568694,192.168.10.30,51345,192.168.10.20,119,1,1,0.000476,1,1,44,40,4201.680672268907,739495.7983193276,672268.9075630251,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.568816,192.168.10.30,51345,192.168.10.20,260,1,1,0.000485,1,1,44,40,4123.711340206185,725773.1958762886,659793.8144329897,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.568917,192.168.10.30,51345,192.168.10.20,975,1,1,0.000384,1,1,44,40,5208.333333333333,916666.6666666666,833333.3333333333,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.56898,192.168.10.30,51345,192.168.10.20,108,1,1,0.000416,1,1,44,40,4807.692307692308,846153.8461538462,769230.7692307692,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.569083,192.168.10.30,51345,192.168.10.20,539,1,1,0.000426,1,1,44,40,4694.835680751174,826291.0798122066,751173.7089201878,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.56917,192.168.10.30,51345,192.168.10.20,19,1,1,0.00045,1,1,44,40,4444.444444444444,782222.2222222222,711111.1111111111,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.569301,192.168.10.30,51345,192.168.10.20,629,1,1,0.000396,1,1,44,40,5050.505050505051,888888.888888889,808080.8080808081,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.569301,192.168.10.30,51345,192.168.10.20,884,1,1,0.000478,1,1,44,40,4184.100418410042,736401.6736401673,669456.0669456067,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.569396,192.168.10.30,51345,192.168.10.20,269,1,1,0.000474,1,1,44,40,4219.409282700422,742616.0337552743,675105.4852320675,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.569509,192.168.10.30,51345,192.168.10.20,644,1,1,0.000477,1,1,44,40,4192.8721174004195,737945.4926624738,670859.5387840671,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.56962,192.168.10.30,51345,192.168.10.20,437,1,1,0.000458,1,1,44,40,4366.812227074236,768558.9519650654,698689.9563318777,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.569697,192.168.10.30,51345,192.168.10.20,219,1,1,0.00042,1,1,44,40,4761.9047619047615,838095.2380952381,761904.7619047619,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.569779,192.168.10.30,51345,192.168.10.20,433,1,1,0.000452,1,1,44,40,4424.778761061947,778761.0619469027,707964.6017699115,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.56987,192.168.10.30,51345,192.168.10.20,282,1,1,0.00045,1,1,44,40,4444.444444444444,782222.2222222222,711111.1111111111,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.569986,192.168.10.30,51345,192.168.10.20,74,1,1,0.000412,1,1,44,40,4854.368932038835,854368.932038835,776699.0291262136,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.570036,192.168.10.30,51345,192.168.10.20,430,1,1,0.000443,1,1,44,40,4514.6726862302485,794582.3927765237,722347.6297968398,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.570117,192.168.10.30,51345,192.168.10.20,525,1,1,0.000448,1,1,44,40,4464.285714285715,785714.2857142857,714285.7142857143,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.570231,192.168.10.30,51345,192.168.10.20,608,1,1,0.000412,1,1,44,40,4854.368932038835,854368.932038835,776699.0291262136,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.57032,192.168.10.30,51345,192.168.10.20,359,1,1,0.000414,1,1,44,40,4830.917874396136,850241.5458937199,772946.8599033817,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.570398,192.168.10.30,51345,192.168.10.20,987,1,1,0.000426,1,1,44,40,4694.835680751174,826291.0798122066,751173.7089201878,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.570479,192.168.10.30,51345,192.168.10.20,719,1,1,0.000407,1,1,44,40,4914.004914004914,864864.8648648649,786240.7862407862,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.570565,192.168.10.30,51345,192.168.10.20,715,1,1,0.00042,1,1,44,40,4761.9047619047615,838095.2380952381,761904.7619047619,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.570643,192.168.10.30,51345,192.168.10.20,141,1,1,0.000437,1,1,44,40,4576.659038901602,805491.9908466819,732265.4462242563,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.570734,192.168.10.30,51345,192.168.10.20,243,1,1,0.000451,1,1,44,40,4434.589800443458,780487.8048780487,709534.3680709534,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.570824,192.168.10.30,51345,192.168.10.20,938,1,1,0.000466,1,1,44,40,4291.845493562232,755364.8068669528,686695.278969957,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.570857,192.168.10.30,51345,192.168.10.20,420,1,1,0.000527,1,1,44,40,3795.066413662239,667931.688804554,607210.6261859583,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.570985,192.168.10.30,51345,192.168.10.20,220,1,1,0.00053,1,1,44,40,3773.5849056603774,664150.9433962264,603773.5849056604,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.57108,192.168.10.30,51345,192.168.10.20,189,1,1,0.000494,1,1,44,40,4048.582995951417,712550.6072874494,647773.2793522268,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.571185,192.168.10.30,51345,192.168.10.20,906,1,1,0.00046,1,1,44,40,4347.826086956522,765217.3913043478,695652.1739130435,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.57129,192.168.10.30,51345,192.168.10.20,407,1,1,0.000444,1,1,44,40,4504.504504504504,792792.7927927928,720720.7207207207,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
nmap_scan,1787876244.571384,192.168.10.30,51345,192.168.10.20,277,1,1,0.000452,1,1,44,40,4424.778761061947,778761.0619469027,707964.6017699115,44.0,40.0,100,100,100,100,1,100,100,0,tcp,-,RST
