traffic_type	ts	id.orig_h	id.orig_p	id.resp_h	id.resp_p	proto	service	duration	orig_ip_bytes	resp_ip-bytes	orig_pkts	resp_pkts	conn_state
nmap_scan	1787876244.471052	192.168.10.30	51345	192.168.10.20	256	tcp	-	0.000191	44	40	1	1	REJ
nmap_scan	1787876244.471052	192.168.10.30	51345	192.168.10.20	111	tcp	-	0.000599	44	40	1	1	REJ
nmap_scan	1787876244.471052	192.168.10.30	51345	192.168.10.20	113	tcp	-	0.000599	44	40	1	1	REJ
nmap_scan	1787876244.471052	192.168.10.30	51345	192.168.10.20	25	tcp	-	0.000599	44	40	1	1	REJ
nmap_scan	1787876244.471053	192.168.10.30	51345	192.168.10.20	993	tcp	-	0.000599	44	40	1	1	REJ
nmap_scan	1787876244.471053	192.168.10.30	51345	192.168.10.20	890	tcp	-	0.000599	44	40	1	1	REJ
nmap_scan	1787876244.471243	192.168.10.30	51345	192.168.10.20	355	tcp	-	0.000449	44	40	1	1	REJ
nmap_scan	1787876244.471651	192.168.10.30	51345	192.168.10.20	578	tcp	-	0.000089	44	40	1	1	REJ
nmap_scan	1787876244.471651	192.168.10.30	51345	192.168.10.20	275	tcp	-	0.000271	44	40	1	1	REJ
nmap_scan	1787876244.471652	192.168.10.30	51345	192.168.10.20	998	tcp	-	0.000271	44	40	1	1	REJ
nmap_scan	1787876244.472003	192.168.10.30	51345	192.168.10.20	684	tcp	-	0.000421	44	40	1	1	REJ
nmap_scan	1787876244.472223	192.168.10.30	51345	192.168.10.20	411	tcp	-	0.000261	44	40	1	1	REJ
nmap_scan	1787876244.472223	192.168.10.30	51345	192.168.10.20	780	tcp	-	0.000427	44	40	1	1	REJ
nmap_scan	1787876244.472327	192.168.10.30	51345	192.168.10.20	579	tcp	-	0.000323	44	40	1	1	REJ
nmap_scan	1787876244.472650	192.168.10.30	51345	192.168.10.20	584	tcp	-	0.000194	44	40	1	1	REJ
nmap_scan	1787876244.473322	192.168.10.30	51345	192.168.10.20	778	tcp	-	0.000427	44	40	1	1	REJ
nmap_scan	1787876244.473246	192.168.10.30	51345	192.168.10.20	387	tcp	-	0.000503	44	40	1	1	REJ
nmap_scan	1787876244.473245	192.168.10.30	51345	192.168.10.20	831	tcp	-	0.000504	44	40	1	1	REJ
nmap_scan	1787876244.473245	192.168.10.30	51345	192.168.10.20	261	tcp	-	0.000504	44	40	1	1	REJ
nmap_scan	1787876244.473322	192.168.10.30	51345	192.168.10.20	624	tcp	-	0.000427	44	40	1	1	REJ
nmap_scan	1787876244.473749	192.168.10.30	51345	192.168.10.20	808	tcp	-	0.000157	44	40	1	1	REJ
nmap_scan	1787876244.473749	192.168.10.30	51345	192.168.10.20	114	tcp	-	0.000219	44	40	1	1	REJ
nmap_scan	1787876244.473968	192.168.10.30	51345	192.168.10.20	125	tcp	-	0.000221	44	40	1	1	REJ
nmap_scan	1787876244.473906	192.168.10.30	51345	192.168.10.20	24	tcp	-	0.000283	44	40	1	1	REJ
nmap_scan	1787876244.474242	192.168.10.30	51345	192.168.10.20	710	tcp	-	0.000291	44	40	1	1	REJ
nmap_scan	1787876244.475384	192.168.10.30	51345	192.168.10.20	844	tcp	-	-	44	40	1	1	REJ
nmap_scan	1787876244.474533	192.168.10.30	51345	192.168.10.20	464	tcp	-	0.000851	44	40	1	1	REJ
nmap_scan	1787876244.474352	192.168.10.30	51345	192.168.10.20	514	tcp	-	0.001032	44	40	1	1	REJ
nmap_scan	1787876244.475384	192.168.10.30	51345	192.168.10.20	731	tcp	-	0.000016	44	40	1	1	REJ
nmap_scan	1787876244.475384	192.168.10.30	51345	192.168.10.20	585	tcp	-	0.000016	44	40	1	1	REJ
nmap_scan	1787876244.475384	192.168.10.30	51345	192.168.10.20	432	tcp	-	0.000016	44	40	1	1	REJ
nmap_scan	1787876244.475384	192.168.10.30	51345	192.168.10.20	858	tcp	-	0.000108	44	40	1	1	REJ
nmap_scan	1787876244.475400	192.168.10.30	51345	192.168.10.20	347	tcp	-	0.000317	44	40	1	1	REJ
nmap_scan	1787876244.475492	192.168.10.30	51345	192.168.10.20	787	tcp	-	0.000422	44	40	1	1	REJ
nmap_scan	1787876244.475634	192.168.10.30	51345	192.168.10.20	131	tcp	-	0.000314	44	40	1	1	REJ
nmap_scan	1787876244.475913	192.168.10.30	51345	192.168.10.20	968	tcp	-	0.000311	44	40	1	1	REJ
nmap_scan	1787876244.476224	192.168.10.30	51345	192.168.10.20	614	tcp	-	0.000234	44	40	1	1	REJ
nmap_scan	1787876244.476224	192.168.10.30	51345	192.168.10.20	775	tcp	-	0.000292	44	40	1	1	REJ
nmap_scan	1787876244.476224	192.168.10.30	51345	192.168.10.20	732	tcp	-	0.000587	44	40	1	1	REJ
nmap_scan	1787876244.476224	192.168.10.30	51345	192.168.10.20	476	tcp	-	0.000587	44	40	1	1	REJ
nmap_scan	1787876244.476426	192.168.10.30	51345	192.168.10.20	42	tcp	-	0.000626	44	40	1	1	REJ
nmap_scan	1787876244.476426	192.168.10.30	51345	192.168.10.20	196	tcp	-	0.000626	44	40	1	1	REJ
nmap_scan	1787876244.476811	192.168.10.30	51345	192.168.10.20	365	tcp	-	0.000482	44	40	1	1	REJ
nmap_scan	1787876244.476811	192.168.10.30	51345	192.168.10.20	544	tcp	-	0.000482	44	40	1	1	REJ
nmap_scan	1787876244.476811	192.168.10.30	51345	192.168.10.20	856	tcp	-	0.000482	44	40	1	1	REJ
nmap_scan	1787876244.477052	192.168.10.30	51345	192.168.10.20	916	tcp	-	0.000376	44	40	1	1	REJ
nmap_scan	1787876244.477352	192.168.10.30	51345	192.168.10.20	792	tcp	-	0.000248	44	40	1	1	REJ
nmap_scan	1787876244.477293	192.168.10.30	51345	192.168.10.20	729	tcp	-	0.000307	44	40	1	1	REJ
nmap_scan	1787876244.477658	192.168.10.30	51345	192.168.10.20	328	tcp	-	0.000801	44	40	1	1	REJ
nmap_scan	1787876244.477826	192.168.10.30	51345	192.168.10.20	343	tcp	-	0.000633	44	40	1	1	REJ
nmap_scan	1787876244.477778	192.168.10.30	51345	192.168.10.20	204	tcp	-	0.000681	44	40	1	1	REJ
nmap_scan	1787876244.478458	192.168.10.30	51345	192.168.10.20	248	tcp	-	0.000192	44	40	1	1	REJ
nmap_scan	1787876244.478459	192.168.10.30	51345	192.168.10.20	390	tcp	-	0.000191	44	40	1	1	REJ
nmap_scan	1787876244.478459	192.168.10.30	51345	192.168.10.20	475	tcp	-	0.000191	44	40	1	1	REJ
nmap_scan	1787876244.478459	192.168.10.30	51345	192.168.10.20	876	tcp	-	0.000373	44	40	1	1	REJ
nmap_scan	1787876244.479349	192.168.10.30	51345	192.168.10.20	615	tcp	-	0.000596	44	40	1	1	REJ
nmap_scan	1787876244.479349	192.168.10.30	51345	192.168.10.20	405	tcp	-	0.000596	44	40	1	1	REJ
nmap_scan	1787876244.479349	192.168.10.30	51345	192.168.10.20	590	tcp	-	0.000596	44	40	1	1	REJ
nmap_scan	1787876244.479349	192.168.10.30	51345	192.168.10.20	173	tcp	-	0.000596	44	40	1	1	REJ
nmap_scan	1787876244.479945	192.168.10.30	51345	192.168.10.20	591	tcp	-	0.000034	44	40	1	1	REJ
nmap_scan	1787876244.479945	192.168.10.30	51345	192.168.10.20	222	tcp	-	0.000035	44	40	1	1	REJ
nmap_scan	1787876244.479945	192.168.10.30	51345	192.168.10.20	477	tcp	-	0.000372	44	40	1	1	REJ
nmap_scan	1787876244.479980	192.168.10.30	51345	192.168.10.20	314	tcp	-	0.000338	44	40	1	1	REJ
nmap_scan	1787876244.479945	192.168.10.30	51345	192.168.10.20	660	tcp	-	0.000373	44	40	1	1	REJ
nmap_scan	1787876244.480318	192.168.10.30	51345	192.168.10.20	272	tcp	-	0.000184	44	40	1	1	REJ
nmap_scan	1787876244.480318	192.168.10.30	51345	192.168.10.20	492	tcp	-	0.000184	44	40	1	1	REJ
nmap_scan	1787876244.480502	192.168.10.30	51345	192.168.10.20	102	tcp	-	0.000236	44	40	1	1	REJ
nmap_scan	1787876244.480706	192.168.10.30	51345	192.168.10.20	500	tcp	-	0.000433	44	40	1	1	REJ
nmap_scan	1787876244.480706	192.168.10.30	51345	192.168.10.20	17	tcp	-	0.000434	44	40	1	1	REJ
nmap_scan	1787876244.481139	192.168.10.30	51345	192.168.10.20	541	tcp	-	0.000188	44	40	1	1	REJ
nmap_scan	1787876244.481139	192.168.10.30	51345	192.168.10.20	561	tcp	-	0.000188	44	40	1	1	REJ
nmap_scan	1787876244.481140	192.168.10.30	51345	192.168.10.20	753	tcp	-	0.000549	44	40	1	1	REJ
nmap_scan	1787876244.481140	192.168.10.30	51345	192.168.10.20	424	tcp	-	0.000549	44	40	1	1	REJ
nmap_scan	1787876244.481327	192.168.10.30	51345	192.168.10.20	121	tcp	-	0.000362	44	40	1	1	REJ
nmap_scan	1787876244.481327	192.168.10.30	51345	192.168.10.20	786	tcp	-	0.000362	44	40	1	1	REJ
nmap_scan	1787876244.481689	192.168.10.30	51345	192.168.10.20	415	tcp	-	0.000249	44	40	1	1	REJ
nmap_scan	1787876244.481689	192.168.10.30	51345	192.168.10.20	528	tcp	-	0.000249	44	40	1	1	REJ
nmap_scan	1787876244.481938	192.168.10.30	51345	192.168.10.20	924	tcp	-	0.000309	44	40	1	1	REJ
nmap_scan	1787876244.481938	192.168.10.30	51345	192.168.10.20	340	tcp	-	0.000309	44	40	1	1	REJ
nmap_scan	1787876244.482247	192.168.10.30	51345	192.168.10.20	41	tcp	-	0.000442	44	40	1	1	REJ
nmap_scan	1787876244.482303	192.168.10.30	51345	192.168.10.20	465	tcp	-	0.000386	44	40	1	1	REJ
nmap_scan	1787876244.482509	192.168.10.30	51345	192.168.10.20	988	tcp	-	0.000360	44	40	1	1	REJ
nmap_scan	1787876244.482509	192.168.10.30	51345	192.168.10.20	708	tcp	-	0.000360	44	40	1	1	REJ
nmap_scan	1787876244.482869	192.168.10.30	51345	192.168.10.20	986	tcp	-	0.000436	44	40	1	1	REJ
nmap_scan	1787876244.482869	192.168.10.30	51345	192.168.10.20	704	tcp	-	0.000436	44	40	1	1	REJ
nmap_scan	1787876244.482901	192.168.10.30	51345	192.168.10.20	606	tcp	-	0.000405	44	40	1	1	REJ
nmap_scan	1787876244.483305	192.168.10.30	51345	192.168.10.20	604	tcp	-	0.000372	44	40	1	1	REJ
nmap_scan	1787876244.483426	192.168.10.30	51345	192.168.10.20	600	tcp	-	0.000252	44	40	1	1	REJ
nmap_scan	1787876244.483305	192.168.10.30	51345	192.168.10.20	838	tcp	-	0.000373	44	40	1	1	REJ
nmap_scan	1787876244.483678	192.168.10.30	51345	192.168.10.20	927	tcp	-	0.000317	44	40	1	1	REJ
nmap_scan	1787876244.483834	192.168.10.30	51345	192.168.10.20	280	tcp	-	0.000486	44	40	1	1	REJ
nmap_scan	1787876244.483995	192.168.10.30	51345	192.168.10.20	283	tcp	-	0.000326	44	40	1	1	REJ
nmap_scan	1787876244.483995	192.168.10.30	51345	192.168.10.20	201	tcp	-	0.000326	44	40	1	1	REJ
nmap_scan	1787876244.484072	192.168.10.30	51345	192.168.10.20	757	tcp	-	0.000371	44	40	1	1	REJ
nmap_scan	1787876244.484320	192.168.10.30	51345	192.168.10.20	336	tcp	-	0.000312	44	40	1	1	REJ
nmap_scan	1787876244.484321	192.168.10.30	51345	192.168.10.20	609	tcp	-	0.000312	44	40	1	1	REJ
nmap_scan	1787876244.484443	192.168.10.30	51345	192.168.10.20	44	tcp	-	0.000368	44	40	1	1	REJ
nmap_scan	1787876244.484633	192.168.10.30	51345	192.168.10.20	145	tcp	-	0.000400	44	40	1	1	REJ
nmap_scan	1787876244.484811	192.168.10.30	51345	192.168.10.20	431	tcp	-	0.000222	44	40	1	1	REJ
nmap_scan	1787876244.484811	192.168.10.30	51345	192.168.10.20	555	tcp	-	0.000394	44	40	1	1	REJ
nmap_scan	1787876244.485033	192.168.10.30	51345	192.168.10.20	458	tcp	-	0.000255	44	40	1	1	REJ
nmap_scan	1787876244.485318	192.168.10.30	51345	192.168.10.20	980	tcp	-	0.000311	44	40	1	1	REJ
nmap_scan	1787876244.485206	192.168.10.30	51345	192.168.10.20	453	tcp	-	0.000423	44	40	1	1	REJ
nmap_scan	1787876244.485593	192.168.10.30	51345	192.168.10.20	706	tcp	-	0.000195	44	40	1	1	REJ
nmap_scan	1787876244.485593	192.168.10.30	51345	192.168.10.20	984	tcp	-	0.000195	44	40	1	1	REJ
nmap_scan	1787876244.486235	192.168.10.30	51345	192.168.10.20	769	tcp	-	0.000503	44	40	1	1	REJ
nmap_scan	1787876244.486235	192.168.10.30	51345	192.168.10.20	867	tcp	-	0.000503	44	40	1	1	REJ
nmap_scan	1787876244.486235	192.168.10.30	51345	192.168.10.20	645	tcp	-	0.000503	44	40	1	1	REJ
nmap_scan	1787876244.486311	192.168.10.30	51345	192.168.10.20	95	tcp	-	0.000602	44	40	1	1	REJ
nmap_scan	1787876244.486311	192.168.10.30	51345	192.168.10.20	747	tcp	-	0.000602	44	40	1	1	REJ
nmap_scan	1787876244.486738	192.168.10.30	51345	192.168.10.20	894	tcp	-	0.000211	44	40	1	1	REJ
nmap_scan	1787876244.486738	192.168.10.30	51345	192.168.10.20	250	tcp	-	0.000430	44	40	1	1	REJ
nmap_scan	1787876244.486738	192.168.10.30	51345	192.168.10.20	874	tcp	-	0.000430	44	40	1	1	REJ
nmap_scan	1787876244.487168	192.168.10.30	51345	192.168.10.20	157	tcp	-	0.000302	44	40	1	1	REJ
nmap_scan	1787876244.487168	192.168.10.30	51345	192.168.10.20	880	tcp	-	0.000302	44	40	1	1	REJ
nmap_scan	1787876244.486914	192.168.10.30	51345	192.168.10.20	5	tcp	-	0.000556	44	40	1	1	REJ
nmap_scan	1787876244.487470	192.168.10.30	51345	192.168.10.20	255	tcp	-	0.000300	44	40	1	1	REJ
nmap_scan	1787876244.487470	192.168.10.30	51345	192.168.10.20	860	tcp	-	0.000300	44	40	1	1	REJ
nmap_scan	1787876244.487770	192.168.10.30	51345	192.168.10.20	162	tcp	-	0.000355	44	40	1	1	REJ
nmap_scan	1787876244.487770	192.168.10.30	51345	192.168.10.20	435	tcp	-	0.000355	44	40	1	1	REJ
nmap_scan	1787876244.487958	192.168.10.30	51345	192.168.10.20	588	tcp	-	0.000424	44	40	1	1	REJ
nmap_scan	1787876244.487958	192.168.10.30	51345	192.168.10.20	455	tcp	-	0.000424	44	40	1	1	REJ
nmap_scan	1787876244.488381	192.168.10.30	51345	192.168.10.20	202	tcp	-	0.000130	44	40	1	1	REJ
nmap_scan	1787876244.488382	192.168.10.30	51345	192.168.10.20	118	tcp	-	0.000210	44	40	1	1	REJ
nmap_scan	1787876244.488453	192.168.10.30	51345	192.168.10.20	592	tcp	-	0.000380	44	40	1	1	REJ
nmap_scan	1787876244.488453	192.168.10.30	51345	192.168.10.20	900	tcp	-	0.000511	44	40	1	1	REJ
nmap_scan	1787876244.488833	192.168.10.30	51345	192.168.10.20	293	tcp	-	0.000638	44	40	1	1	REJ
nmap_scan	1787876244.488833	192.168.10.30	51345	192.168.10.20	442	tcp	-	0.000638	44	40	1	1	REJ
nmap_scan	1787876244.488964	192.168.10.30	51345	192.168.10.20	853	tcp	-	0.000507	44	40	1	1	REJ
nmap_scan	1787876244.488999	192.168.10.30	51345	192.168.10.20	235	tcp	-	0.000472	44	40	1	1	REJ
nmap_scan	1787876244.489471	192.168.10.30	51345	192.168.10.20	450	tcp	-	0.000273	44	40	1	1	REJ
nmap_scan	1787876244.489471	192.168.10.30	51345	192.168.10.20	16	tcp	-	0.000273	44	40	1	1	REJ
nmap_scan	1787876244.489471	192.168.10.30	51345	192.168.10.20	216	tcp	-	0.000338	44	40	1	1	REJ
nmap_scan	1787876244.489809	192.168.10.30	51345	192.168.10.20	854	tcp	-	0.000458	44	40	1	1	REJ
nmap_scan	1787876244.489744	192.168.10.30	51345	192.168.10.20	892	tcp	-	0.000523	44	40	1	1	REJ
nmap_scan	1787876244.489471	192.168.10.30	51345	192.168.10.20	73	tcp	-	0.000796	44	40	1	1	REJ
nmap_scan	1787876244.490267	192.168.10.30	51345	192.168.10.20	756	tcp	-	0.000132	44	40	1	1	REJ
nmap_scan	1787876244.490267	192.168.10.30	51345	192.168.10.20	7	tcp	-	0.000190	44	40	1	1	REJ
nmap_scan	1787876244.490267	192.168.10.30	51345	192.168.10.20	680	tcp	-	0.000286	44	40	1	1	REJ
nmap_scan	1787876244.490267	192.168.10.30	51345	192.168.10.20	939	tcp	-	0.000286	44	40	1	1	REJ
nmap_scan	1787876244.490306	192.168.10.30	51345	192.168.10.20	994	tcp	-	0.000493	44	40	1	1	REJ
nmap_scan	1787876244.490267	192.168.10.30	51345	192.168.10.20	776	tcp	-	0.000532	44	40	1	1	REJ
nmap_scan	1787876244.490399	192.168.10.30	51345	192.168.10.20	566	tcp	-	0.000400	44	40	1	1	REJ
nmap_scan	1787876244.490457	192.168.10.30	51345	192.168.10.20	69	tcp	-	0.000393	44	40	1	1	REJ
nmap_scan	1787876244.491002	192.168.10.30	51345	192.168.10.20	264	tcp	-	0.000499	44	40	1	1	REJ
nmap_scan	1787876244.490850	192.168.10.30	51345	192.168.10.20	155	tcp	-	0.000651	44	40	1	1	REJ
nmap_scan	1787876244.491002	192.168.10.30	51345	192.168.10.20	128	tcp	-	0.000499	44	40	1	1	REJ
nmap_scan	1787876244.491002	192.168.10.30	51345	192.168.10.20	115	tcp	-	0.000921	44	40	1	1	REJ
nmap_scan	1787876244.491501	192.168.10.30	51345	192.168.10.20	409	tcp	-	0.001859	44	40	1	1	REJ
nmap_scan	1787876244.491501	192.168.10.30	51345	192.168.10.20	985	tcp	-	0.001859	44	40	1	1	REJ
nmap_scan	1787876244.491501	192.168.10.30	51345	192.168.10.20	651	tcp	-	0.001859	44	40	1	1	REJ
nmap_scan	1787876244.491501	192.168.10.30	51345	192.168.10.20	518	tcp	-	0.001859	44	40	1	1	REJ
nmap_scan	1787876244.491501	192.168.10.30	51345	192.168.10.20	52	tcp	-	0.001859	44	40	1	1	REJ
nmap_scan	1787876244.492323	192.168.10.30	51345	192.168.10.20	930	tcp	-	0.001078	44	40	1	1	REJ
nmap_scan	1787876244.495787	192.168.10.30	51345	192.168.10.20	722	tcp	-	0.001378	44	40	1	1	REJ
nmap_scan	1787876244.496274	192.168.10.30	51345	192.168.10.20	634	tcp	-	0.000891	44	40	1	1	REJ
nmap_scan	1787876244.496347	192.168.10.30	51345	192.168.10.20	361	tcp	-	0.000911	44	40	1	1	REJ
nmap_scan	1787876244.496274	192.168.10.30	51345	192.168.10.20	177	tcp	-	0.000984	44	40	1	1	REJ
nmap_scan	1787876244.496347	192.168.10.30	51345	192.168.10.20	834	tcp	-	0.000911	44	40	1	1	REJ
nmap_scan	1787876244.496347	192.168.10.30	51345	192.168.10.20	46	tcp	-	0.000911	44	40	1	1	REJ
nmap_scan	1787876244.496274	192.168.10.30	51345	192.168.10.20	225	tcp	-	0.000984	44	40	1	1	REJ
nmap_scan	1787876244.496412	192.168.10.30	51345	192.168.10.20	965	tcp	-	0.000994	44	40	1	1	REJ
nmap_scan	1787876244.497165	192.168.10.30	51345	192.168.10.20	532	tcp	-	0.000242	44	40	1	1	REJ
nmap_scan	1787876244.497165	192.168.10.30	51345	192.168.10.20	98	tcp	-	0.000275	44	40	1	1	REJ
nmap_scan	1787876244.497165	192.168.10.30	51345	192.168.10.20	583	tcp	-	0.000438	44	40	1	1	REJ
nmap_scan	1787876244.497165	192.168.10.30	51345	192.168.10.20	136	tcp	-	0.000438	44	40	1	1	REJ
nmap_scan	1787876244.497165	192.168.10.30	51345	192.168.10.20	686	tcp	-	0.000438	44	40	1	1	REJ
nmap_scan	1787876244.497165	192.168.10.30	51345	192.168.10.20	47	tcp	-	0.000597	44	40	1	1	REJ
nmap_scan	1787876244.497258	192.168.10.30	51345	192.168.10.20	11	tcp	-	0.000504	44	40	1	1	REJ
nmap_scan	1787876244.497258	192.168.10.30	51345	192.168.10.20	507	tcp	-	0.000660	44	40	1	1	REJ
nmap_scan	1787876244.498201	192.168.10.30	51345	192.168.10.20	471	tcp	-	0.000547	44	40	1	1	REJ
nmap_scan	1787876244.498201	192.168.10.30	51345	192.168.10.20	736	tcp	-	0.000547	44	40	1	1	REJ
nmap_scan	1787876244.497258	192.168.10.30	51345	192.168.10.20	801	tcp	-	0.001490	44	40	1	1	REJ
nmap_scan	1787876244.498201	192.168.10.30	51345	192.168.10.20	681	tcp	-	0.000547	44	40	1	1	REJ
nmap_scan	1787876244.498277	192.168.10.30	51345	192.168.10.20	942	tcp	-	0.000945	44	40	1	1	REJ
nmap_scan	1787876244.498201	192.168.10.30	51345	192.168.10.20	332	tcp	-	0.001021	44	40	1	1	REJ
nmap_scan	1787876244.498329	192.168.10.30	51345	192.168.10.20	623	tcp	-	0.000893	44	40	1	1	REJ
nmap_scan	1787876244.498748	192.168.10.30	51345	192.168.10.20	461	tcp	-	0.000474	44	40	1	1	REJ
nmap_scan	1787876244.498748	192.168.10.30	51345	192.168.10.20	142	tcp	-	0.000518	44	40	1	1	REJ
nmap_scan	1787876244.499222	192.168.10.30	51345	192.168.10.20	901	tcp	-	0.000379	44	40	1	1	REJ
nmap_scan	1787876244.498748	192.168.10.30	51345	192.168.10.20	738	tcp	-	0.000853	44	40	1	1	REJ
nmap_scan	1787876244.499222	192.168.10.30	51345	192.168.10.20	185	tcp	-	0.000379	44	40	1	1	REJ
nmap_scan	1787876244.499222	192.168.10.30	51345	192.168.10.20	709	tcp	-	0.000379	44	40	1	1	REJ
nmap_scan	1787876244.499222	192.168.10.30	51345	192.168.10.20	596	tcp	-	0.000471	44	40	1	1	REJ
nmap_scan	1787876244.499601	192.168.10.30	51345	192.168.10.20	820	tcp	-	0.000257	44	40	1	1	REJ
nmap_scan	1787876244.499236	192.168.10.30	51345	192.168.10.20	459	tcp	-	0.000622	44	40	1	1	REJ
nmap_scan	1787876244.499601	192.168.10.30	51345	192.168.10.20	972	tcp	-	0.000725	44	40	1	1	REJ
nmap_scan	1787876244.500326	192.168.10.30	51345	192.168.10.20	665	tcp	-	0.000399	44	40	1	1	REJ
nmap_scan	1787876244.500326	192.168.10.30	51345	192.168.10.20	82	tcp	-	0.000399	44	40	1	1	REJ
nmap_scan	1787876244.500326	192.168.10.30	51345	192.168.10.20	266	tcp	-	0.000399	44	40	1	1	REJ
nmap_scan	1787876244.499949	192.168.10.30	51345	192.168.10.20	321	tcp	-	0.000776	44	40	1	1	REJ
nmap_scan	1787876244.500326	192.168.10.30	51345	192.168.10.20	621	tcp	-	0.000399	44	40	1	1	REJ
nmap_scan	1787876244.499858	192.168.10.30	51345	192.168.10.20	15	tcp	-	0.000867	44	40	1	1	REJ
nmap_scan	1787876244.500326	192.168.10.30	51345	192.168.10.20	60	tcp	-	0.000492	44	40	1	1	REJ
nmap_scan	1787876244.500725	192.168.10.30	51345	192.168.10.20	353	tcp	-	0.000378	44	40	1	1	REJ
nmap_scan	1787876244.500725	192.168.10.30	51345	192.168.10.20	292	tcp	-	0.000378	44	40	1	1	REJ
nmap_scan	1787876244.500818	192.168.10.30	51345	192.168.10.20	689	tcp	-	0.000857	44	40	1	1	REJ
nmap_scan	1787876244.501103	192.168.10.30	51345	192.168.10.20	846	tcp	-	0.000573	44	40	1	1	REJ
nmap_scan	1787876244.501103	192.168.10.30	51345	192.168.10.20	559	tcp	-	0.000573	44	40	1	1	REJ
nmap_scan	1787876244.501675	192.168.10.30	51345	192.168.10.20	176	tcp	-	0.000091	44	40	1	1	REJ
nmap_scan	1787876244.501209	192.168.10.30	51345	192.168.10.20	511	tcp	-	0.000557	44	40	1	1	REJ
nmap_scan	1787876244.501209	192.168.10.30	51345	192.168.10.20	508	tcp	-	0.000557	44	40	1	1	REJ
nmap_scan	1787876244.501675	192.168.10.30	51345	192.168.10.20	496	tcp	-	0.000388	44	40	1	1	REJ
nmap_scan	1787876244.501676	192.168.10.30	51345	192.168.10.20	752	tcp	-	0.000387	44	40	1	1	REJ
nmap_scan	1787876244.501676	192.168.10.30	51345	192.168.10.20	717	tcp	-	0.001911	44	40	1	1	REJ
nmap_scan	1787876244.504214	192.168.10.30	51345	192.168.10.20	325	tcp	-	0.000120	44	40	1	1	REJ
nmap_scan	1787876244.504214	192.168.10.30	51345	192.168.10.20	26	tcp	-	0.000235	44	40	1	1	REJ
